Lab,Num,gGSP,RMSD,TM-score,INF_all,lDDT,Target,Type
lee,8,99.822,3.782,0.251,0.616,0.572,PZ16b,Synthetic construct
lee,9,100.0,4.042,0.252,0.626,0.552,PZ16b,Synthetic construct
rnacomposeras1,10,100.0,1.812,0.306,0.796,0.827,PZ16b,Synthetic construct
rnacomposeras1,1,100.0,2.431,0.331,0.81,0.809,PZ16b,Synthetic construct
rnacomposeras1,6,100.0,2.521,0.417,0.807,0.839,PZ16b,Synthetic construct
rnacomposeras1,9,100.0,2.348,0.279,0.77,0.801,PZ16b,Synthetic construct
rnacomposeras2,10,100.0,2.668,0.427,0.843,0.802,PZ16b,Synthetic construct
rnacomposeras2,4,100.0,1.543,0.461,0.877,0.829,PZ16b,Synthetic construct
rnacomposeras2,5,100.0,1.682,0.314,0.893,0.817,PZ16b,Synthetic construct
rnacomposeras2,8,100.0,1.712,0.418,0.892,0.812,PZ16b,Synthetic construct
rnacomposeras2,9,100.0,2.759,0.23,0.843,0.774,PZ16b,Synthetic construct
rw3das1,5,100.0,1.917,0.26,0.81,0.829,PZ16b,Synthetic construct
rw3das1,7,100.0,1.999,0.292,0.86,0.842,PZ16b,Synthetic construct
rw3das2,10,100.0,2.501,0.245,0.845,0.833,PZ16b,Synthetic construct
rw3das2,1,100.0,1.899,0.261,0.893,0.843,PZ16b,Synthetic construct
rw3das2,2,100.0,1.772,0.309,0.814,0.845,PZ16b,Synthetic construct
rw3das2,4,100.0,1.753,0.274,0.86,0.813,PZ16b,Synthetic construct
rw3das2,5,100.0,2.038,0.306,0.877,0.845,PZ16b,Synthetic construct
rw3das2,9,100.0,2.09,0.304,0.843,0.816,PZ16b,Synthetic construct
simrnaas1,1,98.865,4.228,0.209,0.637,0.092,PZ16b,Synthetic construct
simrnaas1,2,89.117,4.952,0.23,0.689,0.071,PZ16b,Synthetic construct
simrnaas1,3,98.801,4.784,0.23,0.657,0.053,PZ16b,Synthetic construct
simrnaas2,1,99.443,3.873,0.157,0.687,0.034,PZ16b,Synthetic construct
simrnaas2,2,99.108,4.628,0.217,0.716,0.01,PZ16b,Synthetic construct
simrnaas2,3,52.109,5.049,0.21,0.637,0.042,PZ16b,Synthetic construct
simrnaas2,4,99.515,4.686,0.15,0.637,0.01,PZ16b,Synthetic construct
simrnaas2,5,26.582,5.184,0.2,0.669,0.116,PZ16b,Synthetic construct
simrnaas2,6,98.951,4.471,0.163,0.728,0.024,PZ16b,Synthetic construct
simrnaas2,7,43.395,5.597,0.189,0.657,0.06,PZ16b,Synthetic construct
simrnaas2,8,99.072,4.373,0.197,0.616,0.01,PZ16b,Synthetic construct
simrnaas2,9,41.868,5.7,0.153,0.647,0.043,PZ16b,Synthetic construct
szachniuk,10,100.0,2.668,0.427,0.843,0.802,PZ16b,Synthetic construct
szachniuk,4,100.0,1.543,0.461,0.877,0.829,PZ16b,Synthetic construct
szachniuk,5,100.0,1.682,0.314,0.893,0.817,PZ16b,Synthetic construct
szachniuk,8,100.0,1.712,0.418,0.892,0.812,PZ16b,Synthetic construct
szachniuk,9,100.0,2.759,0.23,0.843,0.774,PZ16b,Synthetic construct
adamiak,1,9.647,12.311,0.212,0.611,0.376,PZ17,Ribozyme
adamiak,2,9.631,11.779,0.204,0.617,0.379,PZ17,Ribozyme
adamiak,3,9.577,12.37,0.21,0.637,0.385,PZ17,Ribozyme
bujnicki,10,11.448,14.378,0.261,0.645,0.434,PZ17,Ribozyme
bujnicki,1,12.222,13.977,0.291,0.693,0.465,PZ17,Ribozyme
bujnicki,2,11.448,14.378,0.261,0.645,0.434,PZ17,Ribozyme
bujnicki,3,12.544,14.634,0.291,0.64,0.434,PZ17,Ribozyme
bujnicki,4,11.391,16.075,0.274,0.632,0.431,PZ17,Ribozyme
bujnicki,5,9.883,13.952,0.272,0.708,0.423,PZ17,Ribozyme
bujnicki,6,10.102,14.354,0.239,0.713,0.427,PZ17,Ribozyme
bujnicki,7,11.783,10.863,0.297,0.747,0.466,PZ17,Ribozyme
bujnicki,8,12.162,12.234,0.355,0.761,0.481,PZ17,Ribozyme
bujnicki,9,12.222,13.977,0.291,0.693,0.465,PZ17,Ribozyme
chen,10,5.109,18.954,0.243,0.4,0.294,PZ17,Ribozyme
chen,1,9.285,16.111,0.313,0.684,0.049,PZ17,Ribozyme
chen,2,14.893,11.605,0.249,0.724,0.041,PZ17,Ribozyme
chen,3,8.092,17.349,0.263,0.63,0.304,PZ17,Ribozyme
chen,4,10.534,15.142,0.298,0.661,0.002,PZ17,Ribozyme
chen,5,14.929,9.443,0.26,0.668,0.003,PZ17,Ribozyme
chen,6,11.109,14.75,0.204,0.609,0.015,PZ17,Ribozyme
chen,7,9.511,16.451,0.272,0.661,0.354,PZ17,Ribozyme
chen,8,8.079,16.607,0.194,0.676,0.283,PZ17,Ribozyme
chen,9,11.132,15.598,0.27,0.704,0.011,PZ17,Ribozyme
dasextrainfo,1,14.786,11.021,0.242,0.737,0.483,PZ17,Ribozyme
dasextrainfo,2,14.049,12.07,0.317,0.731,0.438,PZ17,Ribozyme
dasextrainfo,3,14.524,13.227,0.26,0.754,0.478,PZ17,Ribozyme
das,10,12.341,17.435,0.202,0.726,0.425,PZ17,Ribozyme
das,1,28.978,8.602,0.339,0.8,0.556,PZ17,Ribozyme
das,2,14.614,11.25,0.34,0.737,0.469,PZ17,Ribozyme
das,3,11.953,14.858,0.218,0.732,0.447,PZ17,Ribozyme
das,4,19.052,7.134,0.289,0.725,0.504,PZ17,Ribozyme
das,5,12.365,15.383,0.264,0.734,0.451,PZ17,Ribozyme
das,6,15.218,11.509,0.329,0.703,0.471,PZ17,Ribozyme
das,7,16.946,10.955,0.318,0.727,0.494,PZ17,Ribozyme
das,8,27.327,8.673,0.377,0.753,0.554,PZ17,Ribozyme
das,9,16.132,8.766,0.349,0.741,0.481,PZ17,Ribozyme
ding,10,8.956,13.39,0.202,0.605,0.372,PZ17,Ribozyme
ding,1,8.026,15.024,0.179,0.616,0.374,PZ17,Ribozyme
ding,2,6.578,16.039,0.166,0.526,0.32,PZ17,Ribozyme
ding,3,7.734,14.507,0.175,0.582,0.364,PZ17,Ribozyme
ding,4,7.73,15.745,0.199,0.651,0.374,PZ17,Ribozyme
ding,5,8.046,16.017,0.187,0.667,0.379,PZ17,Ribozyme
ding,6,8.764,16.934,0.206,0.565,0.362,PZ17,Ribozyme
ding,7,9.109,12.86,0.164,0.635,0.367,PZ17,Ribozyme
ding,8,11.046,14.78,0.204,0.636,0.36,PZ17,Ribozyme
ding,9,9.239,16.729,0.205,0.624,0.321,PZ17,Ribozyme
dokholyan,1,6.332,21.751,0.219,0.54,0.217,PZ17,Ribozyme
dokholyan,2,9.8,16.275,0.158,0.629,0.242,PZ17,Ribozyme
dokholyan,3,11.72,15.03,0.225,0.674,0.289,PZ17,Ribozyme
major,10,8.275,13.402,0.201,0.348,0.276,PZ17,Ribozyme
major,1,8.076,16.811,0.189,0.594,0.369,PZ17,Ribozyme
major,2,7.491,18.04,0.187,0.56,0.356,PZ17,Ribozyme
major,3,8.428,17.046,0.151,0.579,0.365,PZ17,Ribozyme
major,4,7.644,18.687,0.149,0.607,0.352,PZ17,Ribozyme
major,5,8.096,18.472,0.158,0.549,0.373,PZ17,Ribozyme
major,6,9.079,14.874,0.19,0.585,0.33,PZ17,Ribozyme
major,7,7.189,16.43,0.16,0.434,0.308,PZ17,Ribozyme
major,8,8.332,16.652,0.197,0.423,0.318,PZ17,Ribozyme
major,9,7.787,16.526,0.127,0.334,0.276,PZ17,Ribozyme
rnacomposeras1,10,6.053,18.443,0.177,0.505,0.34,PZ17,Ribozyme
rnacomposeras1,1,5.837,18.791,0.187,0.574,0.341,PZ17,Ribozyme
rnacomposeras1,2,4.754,21.521,0.192,0.431,0.273,PZ17,Ribozyme
rnacomposeras1,3,7.568,17.867,0.204,0.514,0.355,PZ17,Ribozyme
rnacomposeras1,4,5.833,20.027,0.173,0.523,0.325,PZ17,Ribozyme
rnacomposeras1,5,7.398,19.938,0.254,0.491,0.348,PZ17,Ribozyme
rnacomposeras1,6,5.385,18.93,0.156,0.491,0.32,PZ17,Ribozyme
rnacomposeras1,7,4.804,20.568,0.236,0.4,0.29,PZ17,Ribozyme
rnacomposeras1,8,6.129,17.607,0.168,0.496,0.34,PZ17,Ribozyme
rnacomposeras1,9,5.993,19.671,0.172,0.541,0.341,PZ17,Ribozyme
rnacomposeras2,10,7.571,15.586,0.164,0.574,0.34,PZ17,Ribozyme
rnacomposeras2,1,10.252,12.301,0.249,0.554,0.355,PZ17,Ribozyme
rnacomposeras2,2,10.401,12.011,0.244,0.624,0.349,PZ17,Ribozyme
rnacomposeras2,3,10.096,11.913,0.247,0.528,0.272,PZ17,Ribozyme
rnacomposeras2,4,8.976,13.518,0.176,0.624,0.324,PZ17,Ribozyme
rnacomposeras2,5,9.501,12.558,0.174,0.578,0.363,PZ17,Ribozyme
rnacomposeras2,6,9.455,12.784,0.189,0.565,0.322,PZ17,Ribozyme
rnacomposeras2,7,9.149,12.823,0.161,0.598,0.346,PZ17,Ribozyme
rnacomposeras2,8,9.445,13.519,0.178,0.598,0.331,PZ17,Ribozyme
rnacomposeras2,9,7.637,16.096,0.158,0.562,0.338,PZ17,Ribozyme
simrnaas1,1,8.754,15.613,0.287,0.579,0.027,PZ17,Ribozyme
simrnaas1,2,8.202,16.563,0.359,0.609,0.077,PZ17,Ribozyme
simrnaas1,3,7.833,16.971,0.281,0.635,0.041,PZ17,Ribozyme
simrnaas1,4,7.976,16.793,0.312,0.601,0.028,PZ17,Ribozyme
simrnaas1,5,7.807,17.011,0.247,0.625,0.01,PZ17,Ribozyme
simrnaas1,6,7.99,15.175,0.307,0.624,0.056,PZ17,Ribozyme
simrnaas1,7,5.229,19.061,0.218,0.434,0.029,PZ17,Ribozyme
simrnaas1,8,7.943,16.582,0.315,0.618,0.094,PZ17,Ribozyme
simrnaas1,9,3.355,20.485,0.224,0.478,0.02,PZ17,Ribozyme
simrnaas2,1,43.306,5.145,0.326,0.725,0.026,PZ17,Ribozyme
simrnaas2,2,10.7,16.098,0.294,0.683,0.052,PZ17,Ribozyme
simrnaas2,3,9.644,15.588,0.246,0.639,0.086,PZ17,Ribozyme
simrnaas2,4,10.478,15.071,0.26,0.673,0.03,PZ17,Ribozyme
simrnaas2,5,10.484,18.588,0.221,0.684,0.055,PZ17,Ribozyme
simrnaas2,6,11.717,12.2,0.225,0.625,0.019,PZ17,Ribozyme
simrnaas2,7,18.268,7.608,0.305,0.735,0.027,PZ17,Ribozyme
simrnaas2,8,13.903,12.768,0.243,0.688,0.009,PZ17,Ribozyme
simrnaas2,9,13.238,14.285,0.253,0.667,0.059,PZ17,Ribozyme
xiao,10,10.425,15.533,0.204,0.527,0.387,PZ17,Ribozyme
xiao,1,10.81,15.023,0.21,0.542,0.381,PZ17,Ribozyme
xiao,2,11.016,16.577,0.272,0.632,0.413,PZ17,Ribozyme
xiao,3,12.338,15.508,0.185,0.65,0.413,PZ17,Ribozyme
xiao,4,9.112,17.423,0.24,0.489,0.345,PZ17,Ribozyme
xiao,5,11.458,14.562,0.218,0.542,0.4,PZ17,Ribozyme
xiao,6,9.876,17.207,0.223,0.565,0.341,PZ17,Ribozyme
xiao,7,11.521,13.849,0.206,0.512,0.375,PZ17,Ribozyme
xiao,8,10.714,15.949,0.201,0.547,0.365,PZ17,Ribozyme
xiao,9,11.192,14.076,0.209,0.528,0.368,PZ17,Ribozyme
3drna,1,14.274,18.821,0.27,0.704,0.501,PZ18,Viral element
3drna,2,14.508,19.207,0.222,0.72,0.529,PZ18,Viral element
3drna,3,12.614,20.287,0.223,0.723,0.479,PZ18,Viral element
3drna,4,31.947,12.449,0.338,0.691,0.526,PZ18,Viral element
3drna,5,11.805,24.091,0.216,0.668,0.449,PZ18,Viral element
chen,1,99.46,3.74,0.519,0.773,0.6,PZ18,Viral element
chen,2,70.916,6.636,0.46,0.811,0.653,PZ18,Viral element
chen,3,38.297,9.165,0.428,0.716,0.521,PZ18,Viral element
chen,4,21.613,9.273,0.409,0.67,0.549,PZ18,Viral element
chen,5,13.558,15.848,0.29,0.705,0.454,PZ18,Viral element
das,1,90.198,5.496,0.47,0.86,0.788,PZ18,Viral element
das,2,100.0,3.877,0.49,0.876,0.737,PZ18,Viral element
das,3,88.646,5.633,0.48,0.865,0.778,PZ18,Viral element
das,4,85.091,5.698,0.441,0.861,0.739,PZ18,Viral element
das,5,51.82,10.904,0.453,0.804,0.684,PZ18,Viral element
ding,1,14.079,20.28,0.242,0.62,0.446,PZ18,Viral element
ding,2,13.531,21.13,0.197,0.718,0.457,PZ18,Viral element
ding,3,14.141,16.45,0.178,0.676,0.407,PZ18,Viral element
ding,4,7.335,24.924,0.219,0.49,0.335,PZ18,Viral element
ding,5,13.542,16.148,0.215,0.665,0.429,PZ18,Viral element
dokholyan,1,27.751,8.44,0.345,0.723,0.475,PZ18,Viral element
dokholyan,2,33.713,11.954,0.303,0.74,0.523,PZ18,Viral element
dokholyan,3,41.572,7.903,0.336,0.674,0.486,PZ18,Viral element
lee,1,8.898,22.793,0.206,0.558,0.431,PZ18,Viral element
lee,2,13.167,21.159,0.246,0.624,0.465,PZ18,Viral element
lee,3,6.901,21.421,0.216,0.44,0.307,PZ18,Viral element
lee,4,9.892,22.158,0.243,0.592,0.433,PZ18,Viral element
lee,5,9.156,24.549,0.225,0.591,0.416,PZ18,Viral element
rnacomposer,1,12.676,20.737,0.235,0.682,0.483,PZ18,Viral element
rnacomposer,2,12.657,21.143,0.201,0.69,0.487,PZ18,Viral element
rnacomposer,3,12.562,20.619,0.222,0.665,0.466,PZ18,Viral element
rnacomposer,4,12.681,20.774,0.214,0.698,0.485,PZ18,Viral element
rnacomposer,5,13.268,15.211,0.247,0.629,0.452,PZ18,Viral element
rw3d,10,19.184,13.383,0.266,0.675,0.547,PZ18,Viral element
rw3d,1,15.053,16.346,0.257,0.657,0.539,PZ18,Viral element
rw3d,2,19.14,9.82,0.375,0.654,0.538,PZ18,Viral element
rw3d,3,16.462,12.49,0.292,0.669,0.547,PZ18,Viral element
rw3d,4,19.1,11.509,0.299,0.684,0.541,PZ18,Viral element
rw3d,5,15.938,13.362,0.25,0.665,0.534,PZ18,Viral element
rw3d,6,19.007,10.342,0.35,0.665,0.552,PZ18,Viral element
rw3d,7,19.952,14.957,0.292,0.685,0.56,PZ18,Viral element
rw3d,8,12.568,15.707,0.274,0.649,0.51,PZ18,Viral element
rw3d,9,11.949,17.208,0.225,0.665,0.489,PZ18,Viral element
simrna,1,7.585,23.141,0.25,0.517,0.104,PZ18,Viral element
simrna,2,30.611,10.277,0.292,0.612,0.021,PZ18,Viral element
simrna,3,8.993,24.633,0.27,0.577,0.059,PZ18,Viral element
yagoubali,1,11.335,18.636,0.189,0.637,0.449,PZ18,Viral element
dasoriginal,1,88.646,5.633,0.48,0.865,0.778,PZ18,Viral element
dasoriginal,2,100.0,4.034,0.503,0.865,0.735,PZ18,Viral element
dasoriginal,3,100.0,3.208,0.582,0.859,0.78,PZ18,Viral element
dasoriginal,4,85.091,5.698,0.441,0.861,0.739,PZ18,Viral element
dasoriginal,5,51.82,10.904,0.453,0.804,0.684,PZ18,Viral element
leeas,1,8.082,23.172,0.223,0.566,0.412,PZ18,Viral element
leeas,2,11.916,23.498,0.238,0.624,0.444,PZ18,Viral element
leeas,3,6.532,21.425,0.219,0.447,0.284,PZ18,Viral element
leeas,4,9.371,18.918,0.25,0.6,0.41,PZ18,Viral element
leeas,5,8.974,18.454,0.232,0.608,0.393,PZ18,Viral element
szachniuk,1,23.029,9.433,0.398,0.735,0.591,PZ18,Viral element
szachniuk,2,23.29,9.222,0.42,0.727,0.59,PZ18,Viral element
szachniuk,3,23.509,9.262,0.413,0.725,0.583,PZ18,Viral element
szachniuk,4,25.314,10.833,0.403,0.718,0.585,PZ18,Viral element
szachniuk,5,23.993,9.082,0.43,0.72,0.591,PZ18,Viral element
3drna,1,17.158,15.021,0.196,0.678,0.418,PZ19,Ribozyme
3drna,2,18.982,13.239,0.214,0.691,0.463,PZ19,Ribozyme
3drna,3,15.846,15.41,0.224,0.676,0.447,PZ19,Ribozyme
3drna,4,18.32,13.139,0.198,0.642,0.424,PZ19,Ribozyme
3drna,5,15.918,15.012,0.246,0.652,0.461,PZ19,Ribozyme
bujnicki,1,18.547,13.734,0.243,0.7,0.532,PZ19,Ribozyme
bujnicki,2,25.126,10.183,0.211,0.677,0.53,PZ19,Ribozyme
bujnicki,3,22.052,15.737,0.251,0.75,0.518,PZ19,Ribozyme
bujnicki,4,17.419,14.758,0.187,0.63,0.45,PZ19,Ribozyme
bujnicki,5,15.697,16.46,0.195,0.687,0.459,PZ19,Ribozyme
chen,1,60.168,5.517,0.317,0.765,0.582,PZ19,Ribozyme
chen,2,37.712,7.38,0.286,0.677,0.518,PZ19,Ribozyme
chen,3,19.911,15.342,0.229,0.662,0.499,PZ19,Ribozyme
chen,4,17.329,9.906,0.219,0.741,0.481,PZ19,Ribozyme
chen,5,4.195,22.443,0.217,0.446,0.245,PZ19,Ribozyme
das,1,13.537,15.259,0.216,0.703,0.489,PZ19,Ribozyme
das,2,16.43,8.968,0.226,0.75,0.505,PZ19,Ribozyme
das,3,15.141,12.475,0.242,0.748,0.466,PZ19,Ribozyme
das,4,19.14,10.781,0.302,0.759,0.543,PZ19,Ribozyme
das,5,18.158,10.345,0.256,0.687,0.511,PZ19,Ribozyme
ding,1,17.736,14.934,0.212,0.692,0.422,PZ19,Ribozyme
ding,2,18.45,15.954,0.203,0.652,0.46,PZ19,Ribozyme
ding,3,15.809,17.213,0.208,0.658,0.46,PZ19,Ribozyme
ding,4,17.552,17.265,0.188,0.537,0.422,PZ19,Ribozyme
ding,5,15.144,20.084,0.185,0.622,0.377,PZ19,Ribozyme
dokholyan,1,17.285,16.643,0.204,0.652,0.435,PZ19,Ribozyme
leeserver,1,14.364,15.107,0.216,0.628,0.405,PZ19,Ribozyme
leeserver,2,14.233,10.951,0.175,0.578,0.397,PZ19,Ribozyme
leeserver,3,13.09,19.582,0.186,0.637,0.4,PZ19,Ribozyme
leeserver,4,11.023,12.615,0.213,0.654,0.362,PZ19,Ribozyme
leeserver,5,10.955,16.204,0.191,0.673,0.398,PZ19,Ribozyme
rnacomposer,1,19.777,15.624,0.215,0.647,0.495,PZ19,Ribozyme
rnacomposer,2,26.176,10.775,0.251,0.672,0.522,PZ19,Ribozyme
rnacomposer,3,25.794,9.596,0.243,0.628,0.482,PZ19,Ribozyme
rnacomposer,4,24.476,12.595,0.231,0.58,0.471,PZ19,Ribozyme
rnacomposer,5,25.567,11.443,0.247,0.652,0.52,PZ19,Ribozyme
rw3d,10,9.603,17.437,0.245,0.477,0.329,PZ19,Ribozyme
rw3d,1,9.559,16.774,0.251,0.47,0.333,PZ19,Ribozyme
rw3d,2,10.088,16.347,0.236,0.466,0.322,PZ19,Ribozyme
rw3d,3,10.053,17.08,0.251,0.466,0.329,PZ19,Ribozyme
rw3d,4,9.827,15.742,0.241,0.443,0.326,PZ19,Ribozyme
rw3d,5,9.792,15.662,0.251,0.508,0.328,PZ19,Ribozyme
rw3d,6,10.029,16.62,0.246,0.474,0.333,PZ19,Ribozyme
rw3d,7,9.982,17.255,0.27,0.47,0.338,PZ19,Ribozyme
rw3d,8,9.684,16.937,0.244,0.448,0.315,PZ19,Ribozyme
rw3d,9,9.708,17.569,0.279,0.477,0.337,PZ19,Ribozyme
simrna,1,22.419,14.396,0.249,0.642,0.031,PZ19,Ribozyme
simrna,2,17.105,14.134,0.247,0.735,0.07,PZ19,Ribozyme
simrna,3,10.37,13.794,0.215,0.517,0.017,PZ19,Ribozyme
adamiak,1,25.424,11.203,0.267,0.632,0.5,PZ19,Ribozyme
adamiak,2,18.221,16.986,0.168,0.613,0.452,PZ19,Ribozyme
adamiak,3,15.535,13.99,0.165,0.588,0.432,PZ19,Ribozyme
adamiak,4,20.352,12.268,0.243,0.625,0.484,PZ19,Ribozyme
adamiak,5,18.354,9.822,0.241,0.672,0.482,PZ19,Ribozyme
daslab,1,13.537,15.259,0.216,0.703,0.489,PZ19,Ribozyme
daslab,2,16.43,8.968,0.226,0.75,0.505,PZ19,Ribozyme
daslab,3,15.141,12.475,0.242,0.748,0.466,PZ19,Ribozyme
daslab,4,19.14,10.781,0.302,0.759,0.543,PZ19,Ribozyme
daslab,5,18.158,10.345,0.256,0.687,0.511,PZ19,Ribozyme
bujnicki,1,99.963,2.653,0.182,0.891,0.7,PZ2,Nano construct
bujnicki,2,99.963,2.3,0.232,0.827,0.74,PZ2,Nano construct
bujnicki,3,99.982,2.329,0.231,0.815,0.735,PZ2,Nano construct
chen,1,99.976,2.83,0.2,0.763,0.603,PZ2,Nano construct
das,1,99.878,2.496,0.204,0.895,0.802,PZ2,Nano construct
das,2,99.088,3.048,0.198,0.868,0.785,PZ2,Nano construct
das,3,99.532,3.034,0.204,0.857,0.773,PZ2,Nano construct
das,4,99.872,2.834,0.183,0.855,0.769,PZ2,Nano construct
das,5,98.431,3.464,0.199,0.861,0.779,PZ2,Nano construct
dokholyan,1,100.0,2.543,0.236,0.843,0.716,PZ2,Nano construct
major,1,4.349,2.98,0.223,0.787,,PZ2,Nano construct
santalucia,1,100.0,3.65,0.206,0.82,0.48,PZ2,Nano construct
wildauer,1,99.292,3.479,0.136,0.804,0.368,PZ2,Nano construct
bujnicki,1,87.221,4.908,0.4916,0.864,0.396,PZ20,Ribozyme
bujnicki,2,60.662,6.513,0.4787,0.842,0.18,PZ20,Ribozyme
bujnicki,3,50.995,6.197,0.4949,0.823,0.199,PZ20,Ribozyme
bujnicki,4,99.906,4.705,0.5011,0.826,0.201,PZ20,Ribozyme
bujnicki,5,89.757,4.962,0.5229,0.798,0.671,PZ20,Ribozyme
das,1,43.817,6.99,0.4354,0.757,0.569,PZ20,Ribozyme
das,2,55.993,6.085,0.5065,0.745,0.603,PZ20,Ribozyme
das,3,27.159,7.35,0.4186,0.745,0.585,PZ20,Ribozyme
das,4,26.108,10.526,0.3715,0.742,0.549,PZ20,Ribozyme
das,5,18.367,17.2,0.2995,0.74,0.467,PZ20,Ribozyme
rnacomposerhuman,1,24.646,11.599,0.3592,0.752,0.588,PZ20,Ribozyme
rnacomposerhuman,2,16.341,15.202,0.259,0.767,0.524,PZ20,Ribozyme
rnacomposerhuman,3,16.763,16.977,0.3263,0.748,0.566,PZ20,Ribozyme
rnacomposerhuman,4,24.493,13.979,0.4112,0.739,0.615,PZ20,Ribozyme
rnacomposerhuman,5,37.975,6.859,0.4463,0.85,0.64,PZ20,Ribozyme
rnacomposer,1,16.565,16.57,0.2516,0.799,0.526,PZ20,Ribozyme
rnacomposer,2,16.542,16.06,0.2662,0.76,0.534,PZ20,Ribozyme
rnacomposer,3,25.261,12.637,0.2759,0.764,0.544,PZ20,Ribozyme
rnacomposer,4,31.344,10.995,0.3428,0.785,0.57,PZ20,Ribozyme
rnacomposer,5,27.785,12.745,0.3348,0.824,0.581,PZ20,Ribozyme
rw3d,10,16.27,18.333,0.2879,0.697,0.487,PZ20,Ribozyme
rw3d,1,16.134,19.167,0.2629,0.707,0.489,PZ20,Ribozyme
rw3d,2,15.785,18.941,0.273,0.702,0.482,PZ20,Ribozyme
rw3d,3,15.8,17.966,0.3145,0.715,0.49,PZ20,Ribozyme
rw3d,4,15.819,18.365,0.2869,0.68,0.472,PZ20,Ribozyme
rw3d,5,16.355,20.655,0.2479,0.707,0.49,PZ20,Ribozyme
rw3d,6,16.593,20.565,0.2835,0.719,0.487,PZ20,Ribozyme
rw3d,7,16.1,18.181,0.3195,0.685,0.483,PZ20,Ribozyme
rw3d,8,15.876,17.722,0.2614,0.71,0.475,PZ20,Ribozyme
rw3d,9,15.842,17.817,0.2691,0.697,0.482,PZ20,Ribozyme
simrna,1,3.939,18.075,0.294,0.381,0.014,PZ20,Ribozyme
simrna,2,8.16,23.769,0.3215,0.498,0.049,PZ20,Ribozyme
simrna,3,2.615,22.115,0.1959,0.355,0.024,PZ20,Ribozyme
simrna,4,7.387,20.154,0.2354,0.495,0.026,PZ20,Ribozyme
simrna,5,8.036,20.411,0.2858,0.501,0.027,PZ20,Ribozyme
xiao3,1,16.774,18.749,0.2373,0.664,0.399,PZ20,Ribozyme
xiao3,2,18.341,20.272,0.2503,0.669,0.446,PZ20,Ribozyme
xiao3,3,19.869,19.59,0.2594,0.66,0.457,PZ20,Ribozyme
xiao3,4,16.831,20.18,0.2447,0.683,0.42,PZ20,Ribozyme
xiao3,5,23.246,12.857,0.2935,0.72,0.46,PZ20,Ribozyme
chen,1,15.737,20.65,0.2985,0.746,0.034,PZ20,Ribozyme
chen,2,17.347,13.335,0.2455,0.701,0.024,PZ20,Ribozyme
chen,3,16.429,15.971,0.3154,0.71,0.045,PZ20,Ribozyme
chen,4,16.63,15.904,0.2687,0.797,0.076,PZ20,Ribozyme
chen,5,11.98,16.182,0.3121,0.543,0.055,PZ20,Ribozyme
xiao2,1,10.271,25.726,0.2792,0.628,0.335,PZ20,Ribozyme
xiao2,2,12.745,20.447,0.2272,0.52,0.252,PZ20,Ribozyme
xiao2,3,15.103,16.925,0.2292,0.532,0.28,PZ20,Ribozyme
xiao2,4,7.381,19.385,0.2395,0.482,0.272,PZ20,Ribozyme
xiao2,5,15.04,21.084,0.255,0.49,0.272,PZ20,Ribozyme
xiao,1,10.271,25.812,0.2792,0.628,0.334,PZ20,Ribozyme
xiao,2,12.745,20.363,0.2272,0.52,0.258,PZ20,Ribozyme
xiao,3,15.103,16.753,0.2292,0.532,0.289,PZ20,Ribozyme
xiao,4,7.381,19.485,0.2394,0.482,0.282,PZ20,Ribozyme
xiao,5,15.04,20.919,0.255,0.49,0.272,PZ20,Ribozyme
3drna,1,9.686,12.094,0.181,0.373,0.278,PZ21,Riboswitch
3drna,2,8.802,12.385,0.19,0.402,0.295,PZ21,Riboswitch
3drna,3,8.44,12.053,0.137,0.525,0.322,PZ21,Riboswitch
3drna,4,5.71,17.847,0.206,0.561,0.329,PZ21,Riboswitch
3drna,5,6.857,17.384,0.244,0.586,0.346,PZ21,Riboswitch
adamiak,1,83.528,4.612,0.218,0.622,0.452,PZ21,Riboswitch
adamiak,2,83.373,4.616,0.213,0.603,0.453,PZ21,Riboswitch
adamiak,3,90.568,4.573,0.278,0.629,0.466,PZ21,Riboswitch
adamiak,4,86.705,4.506,0.227,0.612,0.474,PZ21,Riboswitch
adamiak,5,21.885,5.503,0.219,0.568,0.418,PZ21,Riboswitch
bujnicki,1,14.921,6.763,0.28,0.713,0.474,PZ21,Riboswitch
bujnicki,2,12.392,8.671,0.266,0.743,0.263,PZ21,Riboswitch
bujnicki,3,7.345,11.939,0.253,0.44,0.357,PZ21,Riboswitch
bujnicki,4,11.175,6.392,0.279,0.71,0.458,PZ21,Riboswitch
bujnicki,5,3.073,21.57,0.176,0.421,0.242,PZ21,Riboswitch
chenhighlig,1,99.629,3.974,0.336,0.776,0.014,PZ21,Riboswitch
chenhighlig,2,99.554,3.715,0.324,0.724,0.046,PZ21,Riboswitch
chenhighlig,3,53.466,4.949,0.295,0.679,0.041,PZ21,Riboswitch
chenhighlig,4,90.845,4.592,0.242,0.674,0.012,PZ21,Riboswitch
chenhighlig,5,20.024,6.96,0.289,0.705,0.026,PZ21,Riboswitch
chenlowlig,1,99.629,3.974,0.336,0.776,0.014,PZ21,Riboswitch
chenlowlig,2,99.554,3.715,0.324,0.724,0.046,PZ21,Riboswitch
chenlowlig,3,53.466,4.949,0.295,0.679,0.052,PZ21,Riboswitch
chenlowlig,4,90.845,4.592,0.242,0.674,0.012,PZ21,Riboswitch
chenlowlig,5,20.024,6.96,0.289,0.705,0.026,PZ21,Riboswitch
